"","estado","genero","fecha","mes","casos"
"9967","Mexico","Hombres","2006","oct",1751
"9968","Michoacan","Hombres","2006","oct",431
"9969","Morelos","Hombres","2006","oct",432
"9970","Nayarit","Hombres","2006","oct",150
"9971","Nuevo Leon","Hombres","2006","oct",579
"9972","Oaxaca","Hombres","2006","oct",352
"9973","Puebla","Hombres","2006","oct",616
"9974","Queretaro","Hombres","2006","oct",166
"9975","Quintana Roo","Hombres","2006","oct",78
"9976","San Luis Potosi","Hombres","2006","oct",380
"9977","Sinaloa","Hombres","2006","oct",585
"9978","Sonora","Hombres","2006","oct",264
"9979","Tabasco","Hombres","2006","oct",280
"9980","Tamaulipas","Hombres","2006","oct",621
"9981","Tlaxcala","Hombres","2006","oct",109
"9982","Veracruz","Hombres","2006","oct",678
"9983","Yucatan","Hombres","2006","oct",298
"9984","Zacatecas","Hombres","2006","oct",128
"9985","Aguscalientes","Hombres","2007","oct",107
"9986","Baja California","Hombres","2007","oct",465
"9987","Baja California Sur","Hombres","2007","oct",82
"9988","Campeche","Hombres","2007","oct",77
"9989","Coahuila","Hombres","2007","oct",476
"9990","Colima","Hombres","2007","oct",119
"9991","Chiapas","Hombres","2007","oct",403
"9992","Chihuahua","Hombres","2007","oct",609
"9993","Distrito Federal","Hombres","2007","oct",1437
"9994","Durango","Hombres","2007","oct",245
"9995","Guanajuato","Hombres","2007","oct",492
"9996","Guerrero","Hombres","2007","oct",582
"9997","Hidalgo","Hombres","2007","oct",228
"9998","Jalisco","Hombres","2007","oct",1333
"9999","Mexico","Hombres","2007","oct",1910
"10000","Michoacan","Hombres","2007","oct",466
"10001","Morelos","Hombres","2007","oct",384
"10002","Nayarit","Hombres","2007","oct",118
"10003","Nuevo Leon","Hombres","2007","oct",615
"10004","Oaxaca","Hombres","2007","oct",395
"10005","Puebla","Hombres","2007","oct",516
"10006","Queretaro","Hombres","2007","oct",173
"10007","Quintana Roo","Hombres","2007","oct",108
"10008","San Luis Potosi","Hombres","2007","oct",302
"10009","Sinaloa","Hombres","2007","oct",568
"10010","Sonora","Hombres","2007","oct",285
"10011","Tabasco","Hombres","2007","oct",326
"10012","Tamaulipas","Hombres","2007","oct",453
"10013","Tlaxcala","Hombres","2007","oct",141
"10014","Veracruz","Hombres","2007","oct",778
"10015","Yucatan","Hombres","2007","oct",401
"10016","Zacatecas","Hombres","2007","oct",148
"10017","Aguscalientes","Hombres","2008","oct",135
"10018","Baja California","Hombres","2008","oct",406
"10019","Baja California Sur","Hombres","2008","oct",105
"10020","Campeche","Hombres","2008","oct",53
"10021","Coahuila","Hombres","2008","oct",416
"10022","Colima","Hombres","2008","oct",81
"10023","Chiapas","Hombres","2008","oct",317
"10024","Chihuahua","Hombres","2008","oct",485
"10025","Distrito Federal","Hombres","2008","oct",960
"10026","Durango","Hombres","2008","oct",198
"10027","Guanajuato","Hombres","2008","oct",484
"10028","Guerrero","Hombres","2008","oct",340
"10029","Hidalgo","Hombres","2008","oct",230
"10030","Jalisco","Hombres","2008","oct",983
"10031","Mexico","Hombres","2008","oct",1618
"10032","Michoacan","Hombres","2008","oct",386
"10033","Morelos","Hombres","2008","oct",380
"10034","Nayarit","Hombres","2008","oct",121
"10035","Nuevo Leon","Hombres","2008","oct",477
"10036","Oaxaca","Hombres","2008","oct",315
"10037","Puebla","Hombres","2008","oct",549
"10038","Queretaro","Hombres","2008","oct",119
"10039","Quintana Roo","Hombres","2008","oct",76
"10040","San Luis Potosi","Hombres","2008","oct",309
"10041","Sinaloa","Hombres","2008","oct",513
"10042","Sonora","Hombres","2008","oct",278
"10043","Tabasco","Hombres","2008","oct",270
"10044","Tamaulipas","Hombres","2008","oct",423
"10045","Tlaxcala","Hombres","2008","oct",109
"10046","Veracruz","Hombres","2008","oct",619
"10047","Yucatan","Hombres","2008","oct",284
"10048","Zacatecas","Hombres","2008","oct",133
"10049","Aguscalientes","Hombres","2009","oct",121
"10050","Baja California","Hombres","2009","oct",520
"10051","Baja California Sur","Hombres","2009","oct",69
"10052","Campeche","Hombres","2009","oct",81
"10053","Coahuila","Hombres","2009","oct",503
"10054","Colima","Hombres","2009","oct",83
"10055","Chiapas","Hombres","2009","oct",326
"10056","Chihuahua","Hombres","2009","oct",567
"10057","Distrito Federal","Hombres","2009","oct",1087
"10058","Durango","Hombres","2009","oct",265
"10059","Guanajuato","Hombres","2009","oct",600
"10060","Guerrero","Hombres","2009","oct",462
"10061","Hidalgo","Hombres","2009","oct",215
"10062","Jalisco","Hombres","2009","oct",956
"10063","Mexico","Hombres","2009","oct",1775
"10064","Michoacan","Hombres","2009","oct",492
"10065","Morelos","Hombres","2009","oct",509
"10066","Nayarit","Hombres","2009","oct",104
"10067","Nuevo Leon","Hombres","2009","oct",732
"10068","Oaxaca","Hombres","2009","oct",365
"10069","Puebla","Hombres","2009","oct",471
"10070","Queretaro","Hombres","2009","oct",189
"10071","Quintana Roo","Hombres","2009","oct",119
"10072","San Luis Potosi","Hombres","2009","oct",457
"10073","Sinaloa","Hombres","2009","oct",442
"10074","Sonora","Hombres","2009","oct",254
"10075","Tabasco","Hombres","2009","oct",292
"10076","Tamaulipas","Hombres","2009","oct",369
"10077","Tlaxcala","Hombres","2009","oct",130
"10078","Veracruz","Hombres","2009","oct",654
"10079","Yucatan","Hombres","2009","oct",332
"10080","Zacatecas","Hombres","2009","oct",113
"10081","Aguscalientes","Hombres","2010","oct",219
"10082","Baja California","Hombres","2010","oct",535
"10083","Baja California Sur","Hombres","2010","oct",60
"10084","Campeche","Hombres","2010","oct",62
"10085","Coahuila","Hombres","2010","oct",394
"10086","Colima","Hombres","2010","oct",54
"10087","Chiapas","Hombres","2010","oct",386
"10088","Chihuahua","Hombres","2010","oct",512
"10089","Distrito Federal","Hombres","2010","oct",1056
"10090","Durango","Hombres","2010","oct",279
"10091","Guanajuato","Hombres","2010","oct",521
"10092","Guerrero","Hombres","2010","oct",494
"10093","Hidalgo","Hombres","2010","oct",202
"10094","Jalisco","Hombres","2010","oct",1042
"10095","Mexico","Hombres","2010","oct",1807
"10096","Michoacan","Hombres","2010","oct",490
"10097","Morelos","Hombres","2010","oct",264
"10098","Nayarit","Hombres","2010","oct",123
"10099","Nuevo Leon","Hombres","2010","oct",576
"10100","Oaxaca","Hombres","2010","oct",353
"10101","Puebla","Hombres","2010","oct",512
"10102","Queretaro","Hombres","2010","oct",206
"10103","Quintana Roo","Hombres","2010","oct",106
"10104","San Luis Potosi","Hombres","2010","oct",388
"10105","Sinaloa","Hombres","2010","oct",481
"10106","Sonora","Hombres","2010","oct",309
"10107","Tabasco","Hombres","2010","oct",262
"10108","Tamaulipas","Hombres","2010","oct",439
"10109","Tlaxcala","Hombres","2010","oct",137
"10110","Veracruz","Hombres","2010","oct",744
"10111","Yucatan","Hombres","2010","oct",291
"10112","Zacatecas","Hombres","2010","oct",134
"10113","Aguscalientes","Hombres","2011","oct",200
"10114","Baja California","Hombres","2011","oct",606
"10115","Baja California Sur","Hombres","2011","oct",74
"10116","Campeche","Hombres","2011","oct",71
"10117","Coahuila","Hombres","2011","oct",604
"10118","Colima","Hombres","2011","oct",47
"10119","Chiapas","Hombres","2011","oct",381
"10120","Chihuahua","Hombres","2011","oct",601
"10121","Distrito Federal","Hombres","2011","oct",1123
"10122","Durango","Hombres","2011","oct",239
"10123","Guanajuato","Hombres","2011","oct",477
"10124","Guerrero","Hombres","2011","oct",394
"10125","Hidalgo","Hombres","2011","oct",240
"10126","Jalisco","Hombres","2011","oct",1080
"10127","Mexico","Hombres","2011","oct",2030
"10128","Michoacan","Hombres","2011","oct",411
"10129","Morelos","Hombres","2011","oct",444
"10130","Nayarit","Hombres","2011","oct",128
"10131","Nuevo Leon","Hombres","2011","oct",585
"10132","Oaxaca","Hombres","2011","oct",296
"10133","Puebla","Hombres","2011","oct",514
"10134","Queretaro","Hombres","2011","oct",152
"10135","Quintana Roo","Hombres","2011","oct",78
"10136","San Luis Potosi","Hombres","2011","oct",336
"10137","Sinaloa","Hombres","2011","oct",558
"10138","Sonora","Hombres","2011","oct",363
"10139","Tabasco","Hombres","2011","oct",248
"10140","Tamaulipas","Hombres","2011","oct",384
"10141","Tlaxcala","Hombres","2011","oct",133
"10142","Veracruz","Hombres","2011","oct",721
"10143","Yucatan","Hombres","2011","oct",163
"10144","Zacatecas","Hombres","2011","oct",159
"10145","Aguscalientes","Hombres","2012","oct",261
"10146","Baja California","Hombres","2012","oct",679
"10147","Baja California Sur","Hombres","2012","oct",126
"10148","Campeche","Hombres","2012","oct",76
"10149","Coahuila","Hombres","2012","oct",588
"10150","Colima","Hombres","2012","oct",113
"10151","Chiapas","Hombres","2012","oct",456
"10152","Chihuahua","Hombres","2012","oct",570
"10153","Distrito Federal","Hombres","2012","oct",1201
"10154","Durango","Hombres","2012","oct",253
"10155","Guanajuato","Hombres","2012","oct",569
"10156","Guerrero","Hombres","2012","oct",454
"10157","Hidalgo","Hombres","2012","oct",359
"10158","Jalisco","Hombres","2012","oct",1155
"10159","Mexico","Hombres","2012","oct",2637
"10160","Michoacan","Hombres","2012","oct",476
"10161","Morelos","Hombres","2012","oct",356
"10162","Nayarit","Hombres","2012","oct",173
"10163","Nuevo Leon","Hombres","2012","oct",630
"10164","Oaxaca","Hombres","2012","oct",434
"10165","Puebla","Hombres","2012","oct",498
"10166","Queretaro","Hombres","2012","oct",212
"10167","Quintana Roo","Hombres","2012","oct",107
"10168","San Luis Potosi","Hombres","2012","oct",473
"10169","Sinaloa","Hombres","2012","oct",646
"10170","Sonora","Hombres","2012","oct",386
"10171","Tabasco","Hombres","2012","oct",327
"10172","Tamaulipas","Hombres","2012","oct",572
"10173","Tlaxcala","Hombres","2012","oct",165
"10174","Veracruz","Hombres","2012","oct",974
"10175","Yucatan","Hombres","2012","oct",273
"10176","Zacatecas","Hombres","2012","oct",175
"10177","Aguscalientes","Hombres","2013","oct",291
"10178","Baja California","Hombres","2013","oct",775
"10179","Baja California Sur","Hombres","2013","oct",73
"10180","Campeche","Hombres","2013","oct",97
"10181","Coahuila","Hombres","2013","oct",475
"10182","Colima","Hombres","2013","oct",69
"10183","Chiapas","Hombres","2013","oct",402
"10184","Chihuahua","Hombres","2013","oct",583
"10185","Distrito Federal","Hombres","2013","oct",1151
"10186","Durango","Hombres","2013","oct",304
"10187","Guanajuato","Hombres","2013","oct",517
"10188","Guerrero","Hombres","2013","oct",503
"10189","Hidalgo","Hombres","2013","oct",318
"10190","Jalisco","Hombres","2013","oct",1061
"10191","Mexico","Hombres","2013","oct",2124
"10192","Michoacan","Hombres","2013","oct",478
"10193","Morelos","Hombres","2013","oct",495
"10194","Nayarit","Hombres","2013","oct",128
"10195","Nuevo Leon","Hombres","2013","oct",652
"10196","Oaxaca","Hombres","2013","oct",429
"10197","Puebla","Hombres","2013","oct",509
"10198","Queretaro","Hombres","2013","oct",202
"10199","Quintana Roo","Hombres","2013","oct",127
"10200","San Luis Potosi","Hombres","2013","oct",395
"10201","Sinaloa","Hombres","2013","oct",674
"10202","Sonora","Hombres","2013","oct",424
"10203","Tabasco","Hombres","2013","oct",306
"10204","Tamaulipas","Hombres","2013","oct",533
"10205","Tlaxcala","Hombres","2013","oct",137
"10206","Veracruz","Hombres","2013","oct",881
"10207","Yucatan","Hombres","2013","oct",208
"10208","Zacatecas","Hombres","2013","oct",146
"10209","Aguscalientes","Mujeres","2003","oct",269
"10210","Baja California","Mujeres","2003","oct",854
"10211","Baja California Sur","Mujeres","2003","oct",126
"10212","Campeche","Mujeres","2003","oct",150
"10213","Coahuila","Mujeres","2003","oct",816
"10214","Colima","Mujeres","2003","oct",109
"10215","Chiapas","Mujeres","2003","oct",819
"10216","Chihuahua","Mujeres","2003","oct",826
"10217","Distrito Federal","Mujeres","2003","oct",2396
"10218","Durango","Mujeres","2003","oct",686
"10219","Guanajuato","Mujeres","2003","oct",1025
"10220","Guerrero","Mujeres","2003","oct",975
"10221","Hidalgo","Mujeres","2003","oct",293
"10222","Jalisco","Mujeres","2003","oct",1777
"10223","Mexico","Mujeres","2003","oct",2412
"10224","Michoacan","Mujeres","2003","oct",692
"10225","Morelos","Mujeres","2003","oct",592
"10226","Nayarit","Mujeres","2003","oct",257
"10227","Nuevo Leon","Mujeres","2003","oct",766
"10228","Oaxaca","Mujeres","2003","oct",573
"10229","Puebla","Mujeres","2003","oct",1102
"10230","Queretaro","Mujeres","2003","oct",410
"10231","Quintana Roo","Mujeres","2003","oct",97
"10232","San Luis Potosi","Mujeres","2003","oct",676
"10233","Sinaloa","Mujeres","2003","oct",691
"10234","Sonora","Mujeres","2003","oct",657
"10235","Tabasco","Mujeres","2003","oct",432
"10236","Tamaulipas","Mujeres","2003","oct",926
"10237","Tlaxcala","Mujeres","2003","oct",152
"10238","Veracruz","Mujeres","2003","oct",1152
"10239","Yucatan","Mujeres","2003","oct",590
"10240","Zacatecas","Mujeres","2003","oct",309
"10241","Aguscalientes","Mujeres","2004","oct",182
"10242","Baja California","Mujeres","2004","oct",575
"10243","Baja California Sur","Mujeres","2004","oct",93
"10244","Campeche","Mujeres","2004","oct",164
"10245","Coahuila","Mujeres","2004","oct",910
"10246","Colima","Mujeres","2004","oct",112
"10247","Chiapas","Mujeres","2004","oct",642
"10248","Chihuahua","Mujeres","2004","oct",540
"10249","Distrito Federal","Mujeres","2004","oct",1892
"10250","Durango","Mujeres","2004","oct",466
"10251","Guanajuato","Mujeres","2004","oct",1007
"10252","Guerrero","Mujeres","2004","oct",729
"10253","Hidalgo","Mujeres","2004","oct",219
"10254","Jalisco","Mujeres","2004","oct",1628
"10255","Mexico","Mujeres","2004","oct",2344
"10256","Michoacan","Mujeres","2004","oct",812
"10257","Morelos","Mujeres","2004","oct",390
"10258","Nayarit","Mujeres","2004","oct",230
"10259","Nuevo Leon","Mujeres","2004","oct",677
"10260","Oaxaca","Mujeres","2004","oct",461
"10261","Puebla","Mujeres","2004","oct",922
"10262","Queretaro","Mujeres","2004","oct",310
"10263","Quintana Roo","Mujeres","2004","oct",93
"10264","San Luis Potosi","Mujeres","2004","oct",455
"10265","Sinaloa","Mujeres","2004","oct",544
"10266","Sonora","Mujeres","2004","oct",531
"10267","Tabasco","Mujeres","2004","oct",375
"10268","Tamaulipas","Mujeres","2004","oct",948
"10269","Tlaxcala","Mujeres","2004","oct",161
"10270","Veracruz","Mujeres","2004","oct",901
"10271","Yucatan","Mujeres","2004","oct",648
"10272","Zacatecas","Mujeres","2004","oct",263
"10273","Aguscalientes","Mujeres","2005","oct",247
"10274","Baja California","Mujeres","2005","oct",618
"10275","Baja California Sur","Mujeres","2005","oct",74
"10276","Campeche","Mujeres","2005","oct",134
"10277","Coahuila","Mujeres","2005","oct",793
"10278","Colima","Mujeres","2005","oct",101
"10279","Chiapas","Mujeres","2005","oct",411
"10280","Chihuahua","Mujeres","2005","oct",648
"10281","Distrito Federal","Mujeres","2005","oct",1879
"10282","Durango","Mujeres","2005","oct",572
"10283","Guanajuato","Mujeres","2005","oct",1005
"10284","Guerrero","Mujeres","2005","oct",707
"10285","Hidalgo","Mujeres","2005","oct",281
"10286","Jalisco","Mujeres","2005","oct",1373
"10287","Mexico","Mujeres","2005","oct",2098
"10288","Michoacan","Mujeres","2005","oct",482
"10289","Morelos","Mujeres","2005","oct",490
"10290","Nayarit","Mujeres","2005","oct",215
"10291","Nuevo Leon","Mujeres","2005","oct",591
"10292","Oaxaca","Mujeres","2005","oct",543
"10293","Puebla","Mujeres","2005","oct",1002
"10294","Queretaro","Mujeres","2005","oct",203
"10295","Quintana Roo","Mujeres","2005","oct",82
"10296","San Luis Potosi","Mujeres","2005","oct",616
"10297","Sinaloa","Mujeres","2005","oct",690
"10298","Sonora","Mujeres","2005","oct",438
"10299","Tabasco","Mujeres","2005","oct",353
"10300","Tamaulipas","Mujeres","2005","oct",547
"10301","Tlaxcala","Mujeres","2005","oct",169
"10302","Veracruz","Mujeres","2005","oct",842
"10303","Yucatan","Mujeres","2005","oct",452
"10304","Zacatecas","Mujeres","2005","oct",183
"10305","Aguscalientes","Mujeres","2006","oct",345
"10306","Baja California","Mujeres","2006","oct",989
"10307","Baja California Sur","Mujeres","2006","oct",140
