"","estado","genero","fecha","edad","casos"
"10261","Puebla","Mujeres","2004","60a64",1751
"10262","Queretaro","Mujeres","2004","60a64",387
"10263","Quintana Roo","Mujeres","2004","60a64",101
"10264","San Luis Potosi","Mujeres","2004","60a64",864
"10265","Sinaloa","Mujeres","2004","60a64",1123
"10266","Sonora","Mujeres","2004","60a64",864
"10267","Tabasco","Mujeres","2004","60a64",465
"10268","Tamaulipas","Mujeres","2004","60a64",1119
"10269","Tlaxcala","Mujeres","2004","60a64",242
"10270","Veracruz","Mujeres","2004","60a64",1402
"10271","Yucatan","Mujeres","2004","60a64",806
"10272","Zacatecas","Mujeres","2004","60a64",355
"10273","Aguscalientes","Mujeres","2005","60a64",369
"10274","Baja California","Mujeres","2005","60a64",948
"10275","Baja California Sur","Mujeres","2005","60a64",102
"10276","Campeche","Mujeres","2005","60a64",260
"10277","Coahuila","Mujeres","2005","60a64",1476
"10278","Colima","Mujeres","2005","60a64",154
"10279","Chiapas","Mujeres","2005","60a64",1168
"10280","Chihuahua","Mujeres","2005","60a64",1021
"10281","Distrito Federal","Mujeres","2005","60a64",3252
"10282","Durango","Mujeres","2005","60a64",1217
"10283","Guanajuato","Mujeres","2005","60a64",1565
"10284","Guerrero","Mujeres","2005","60a64",1017
"10285","Hidalgo","Mujeres","2005","60a64",472
"10286","Jalisco","Mujeres","2005","60a64",3025
"10287","Mexico","Mujeres","2005","60a64",4057
"10288","Michoacan","Mujeres","2005","60a64",751
"10289","Morelos","Mujeres","2005","60a64",828
"10290","Nayarit","Mujeres","2005","60a64",344
"10291","Nuevo Leon","Mujeres","2005","60a64",965
"10292","Oaxaca","Mujeres","2005","60a64",944
"10293","Puebla","Mujeres","2005","60a64",1821
"10294","Queretaro","Mujeres","2005","60a64",301
"10295","Quintana Roo","Mujeres","2005","60a64",102
"10296","San Luis Potosi","Mujeres","2005","60a64",958
"10297","Sinaloa","Mujeres","2005","60a64",1046
"10298","Sonora","Mujeres","2005","60a64",767
"10299","Tabasco","Mujeres","2005","60a64",448
"10300","Tamaulipas","Mujeres","2005","60a64",942
"10301","Tlaxcala","Mujeres","2005","60a64",288
"10302","Veracruz","Mujeres","2005","60a64",1249
"10303","Yucatan","Mujeres","2005","60a64",615
"10304","Zacatecas","Mujeres","2005","60a64",301
"10305","Aguscalientes","Mujeres","2006","60a64",379
"10306","Baja California","Mujeres","2006","60a64",1048
"10307","Baja California Sur","Mujeres","2006","60a64",117
"10308","Campeche","Mujeres","2006","60a64",140
"10309","Coahuila","Mujeres","2006","60a64",1338
"10310","Colima","Mujeres","2006","60a64",139
"10311","Chiapas","Mujeres","2006","60a64",799
"10312","Chihuahua","Mujeres","2006","60a64",1078
"10313","Distrito Federal","Mujeres","2006","60a64",3200
"10314","Durango","Mujeres","2006","60a64",782
"10315","Guanajuato","Mujeres","2006","60a64",1492
"10316","Guerrero","Mujeres","2006","60a64",976
"10317","Hidalgo","Mujeres","2006","60a64",507
"10318","Jalisco","Mujeres","2006","60a64",2916
"10319","Mexico","Mujeres","2006","60a64",3974
"10320","Michoacan","Mujeres","2006","60a64",952
"10321","Morelos","Mujeres","2006","60a64",938
"10322","Nayarit","Mujeres","2006","60a64",359
"10323","Nuevo Leon","Mujeres","2006","60a64",1038
"10324","Oaxaca","Mujeres","2006","60a64",898
"10325","Puebla","Mujeres","2006","60a64",1457
"10326","Queretaro","Mujeres","2006","60a64",273
"10327","Quintana Roo","Mujeres","2006","60a64",92
"10328","San Luis Potosi","Mujeres","2006","60a64",827
"10329","Sinaloa","Mujeres","2006","60a64",1087
"10330","Sonora","Mujeres","2006","60a64",535
"10331","Tabasco","Mujeres","2006","60a64",393
"10332","Tamaulipas","Mujeres","2006","60a64",1079
"10333","Tlaxcala","Mujeres","2006","60a64",225
"10334","Veracruz","Mujeres","2006","60a64",1341
"10335","Yucatan","Mujeres","2006","60a64",646
"10336","Zacatecas","Mujeres","2006","60a64",295
"10337","Aguscalientes","Mujeres","2007","60a64",274
"10338","Baja California","Mujeres","2007","60a64",818
"10339","Baja California Sur","Mujeres","2007","60a64",133
"10340","Campeche","Mujeres","2007","60a64",190
"10341","Coahuila","Mujeres","2007","60a64",1182
"10342","Colima","Mujeres","2007","60a64",157
"10343","Chiapas","Mujeres","2007","60a64",925
"10344","Chihuahua","Mujeres","2007","60a64",1175
"10345","Distrito Federal","Mujeres","2007","60a64",3194
"10346","Durango","Mujeres","2007","60a64",560
"10347","Guanajuato","Mujeres","2007","60a64",1107
"10348","Guerrero","Mujeres","2007","60a64",1008
"10349","Hidalgo","Mujeres","2007","60a64",499
"10350","Jalisco","Mujeres","2007","60a64",2796
"10351","Mexico","Mujeres","2007","60a64",4401
"10352","Michoacan","Mujeres","2007","60a64",1086
"10353","Morelos","Mujeres","2007","60a64",849
"10354","Nayarit","Mujeres","2007","60a64",336
"10355","Nuevo Leon","Mujeres","2007","60a64",1240
"10356","Oaxaca","Mujeres","2007","60a64",878
"10357","Puebla","Mujeres","2007","60a64",1300
"10358","Queretaro","Mujeres","2007","60a64",281
"10359","Quintana Roo","Mujeres","2007","60a64",108
"10360","San Luis Potosi","Mujeres","2007","60a64",732
"10361","Sinaloa","Mujeres","2007","60a64",1176
"10362","Sonora","Mujeres","2007","60a64",614
"10363","Tabasco","Mujeres","2007","60a64",481
"10364","Tamaulipas","Mujeres","2007","60a64",1159
"10365","Tlaxcala","Mujeres","2007","60a64",248
"10366","Veracruz","Mujeres","2007","60a64",1711
"10367","Yucatan","Mujeres","2007","60a64",717
"10368","Zacatecas","Mujeres","2007","60a64",294
"10369","Aguscalientes","Mujeres","2008","60a64",284
"10370","Baja California","Mujeres","2008","60a64",881
"10371","Baja California Sur","Mujeres","2008","60a64",148
"10372","Campeche","Mujeres","2008","60a64",139
"10373","Coahuila","Mujeres","2008","60a64",1148
"10374","Colima","Mujeres","2008","60a64",177
"10375","Chiapas","Mujeres","2008","60a64",783
"10376","Chihuahua","Mujeres","2008","60a64",1213
"10377","Distrito Federal","Mujeres","2008","60a64",2782
"10378","Durango","Mujeres","2008","60a64",453
"10379","Guanajuato","Mujeres","2008","60a64",1222
"10380","Guerrero","Mujeres","2008","60a64",958
"10381","Hidalgo","Mujeres","2008","60a64",527
"10382","Jalisco","Mujeres","2008","60a64",2612
"10383","Mexico","Mujeres","2008","60a64",4100
"10384","Michoacan","Mujeres","2008","60a64",1078
"10385","Morelos","Mujeres","2008","60a64",897
"10386","Nayarit","Mujeres","2008","60a64",281
"10387","Nuevo Leon","Mujeres","2008","60a64",1098
"10388","Oaxaca","Mujeres","2008","60a64",835
"10389","Puebla","Mujeres","2008","60a64",1732
"10390","Queretaro","Mujeres","2008","60a64",252
"10391","Quintana Roo","Mujeres","2008","60a64",145
"10392","San Luis Potosi","Mujeres","2008","60a64",677
"10393","Sinaloa","Mujeres","2008","60a64",1244
"10394","Sonora","Mujeres","2008","60a64",667
"10395","Tabasco","Mujeres","2008","60a64",448
"10396","Tamaulipas","Mujeres","2008","60a64",851
"10397","Tlaxcala","Mujeres","2008","60a64",285
"10398","Veracruz","Mujeres","2008","60a64",1598
"10399","Yucatan","Mujeres","2008","60a64",814
"10400","Zacatecas","Mujeres","2008","60a64",307
"10401","Aguscalientes","Mujeres","2009","60a64",247
"10402","Baja California","Mujeres","2009","60a64",920
"10403","Baja California Sur","Mujeres","2009","60a64",100
"10404","Campeche","Mujeres","2009","60a64",149
"10405","Coahuila","Mujeres","2009","60a64",1418
"10406","Colima","Mujeres","2009","60a64",128
"10407","Chiapas","Mujeres","2009","60a64",816
"10408","Chihuahua","Mujeres","2009","60a64",1302
"10409","Distrito Federal","Mujeres","2009","60a64",2749
"10410","Durango","Mujeres","2009","60a64",506
"10411","Guanajuato","Mujeres","2009","60a64",1353
"10412","Guerrero","Mujeres","2009","60a64",918
"10413","Hidalgo","Mujeres","2009","60a64",576
"10414","Jalisco","Mujeres","2009","60a64",2279
"10415","Mexico","Mujeres","2009","60a64",4549
"10416","Michoacan","Mujeres","2009","60a64",1257
"10417","Morelos","Mujeres","2009","60a64",981
"10418","Nayarit","Mujeres","2009","60a64",254
"10419","Nuevo Leon","Mujeres","2009","60a64",1227
"10420","Oaxaca","Mujeres","2009","60a64",852
"10421","Puebla","Mujeres","2009","60a64",1631
"10422","Queretaro","Mujeres","2009","60a64",314
"10423","Quintana Roo","Mujeres","2009","60a64",185
"10424","San Luis Potosi","Mujeres","2009","60a64",817
"10425","Sinaloa","Mujeres","2009","60a64",1187
"10426","Sonora","Mujeres","2009","60a64",570
"10427","Tabasco","Mujeres","2009","60a64",514
"10428","Tamaulipas","Mujeres","2009","60a64",1028
"10429","Tlaxcala","Mujeres","2009","60a64",281
"10430","Veracruz","Mujeres","2009","60a64",1647
"10431","Yucatan","Mujeres","2009","60a64",845
"10432","Zacatecas","Mujeres","2009","60a64",344
"10433","Aguscalientes","Mujeres","2010","60a64",356
"10434","Baja California","Mujeres","2010","60a64",1018
"10435","Baja California Sur","Mujeres","2010","60a64",89
"10436","Campeche","Mujeres","2010","60a64",148
"10437","Coahuila","Mujeres","2010","60a64",1127
"10438","Colima","Mujeres","2010","60a64",98
"10439","Chiapas","Mujeres","2010","60a64",1019
"10440","Chihuahua","Mujeres","2010","60a64",1413
"10441","Distrito Federal","Mujeres","2010","60a64",2721
"10442","Durango","Mujeres","2010","60a64",610
"10443","Guanajuato","Mujeres","2010","60a64",1122
"10444","Guerrero","Mujeres","2010","60a64",903
"10445","Hidalgo","Mujeres","2010","60a64",610
"10446","Jalisco","Mujeres","2010","60a64",2408
"10447","Mexico","Mujeres","2010","60a64",4720
"10448","Michoacan","Mujeres","2010","60a64",1333
"10449","Morelos","Mujeres","2010","60a64",792
"10450","Nayarit","Mujeres","2010","60a64",207
"10451","Nuevo Leon","Mujeres","2010","60a64",1042
"10452","Oaxaca","Mujeres","2010","60a64",956
"10453","Puebla","Mujeres","2010","60a64",1340
"10454","Queretaro","Mujeres","2010","60a64",375
"10455","Quintana Roo","Mujeres","2010","60a64",156
"10456","San Luis Potosi","Mujeres","2010","60a64",822
"10457","Sinaloa","Mujeres","2010","60a64",975
"10458","Sonora","Mujeres","2010","60a64",615
"10459","Tabasco","Mujeres","2010","60a64",454
"10460","Tamaulipas","Mujeres","2010","60a64",1303
"10461","Tlaxcala","Mujeres","2010","60a64",293
"10462","Veracruz","Mujeres","2010","60a64",1827
"10463","Yucatan","Mujeres","2010","60a64",718
"10464","Zacatecas","Mujeres","2010","60a64",292
"10465","Aguscalientes","Mujeres","2011","60a64",462
"10466","Baja California","Mujeres","2011","60a64",1207
"10467","Baja California Sur","Mujeres","2011","60a64",73
"10468","Campeche","Mujeres","2011","60a64",142
"10469","Coahuila","Mujeres","2011","60a64",1096
"10470","Colima","Mujeres","2011","60a64",103
"10471","Chiapas","Mujeres","2011","60a64",1119
"10472","Chihuahua","Mujeres","2011","60a64",1247
"10473","Distrito Federal","Mujeres","2011","60a64",2422
"10474","Durango","Mujeres","2011","60a64",610
"10475","Guanajuato","Mujeres","2011","60a64",1034
"10476","Guerrero","Mujeres","2011","60a64",1057
"10477","Hidalgo","Mujeres","2011","60a64",636
"10478","Jalisco","Mujeres","2011","60a64",2366
"10479","Mexico","Mujeres","2011","60a64",4534
"10480","Michoacan","Mujeres","2011","60a64",1026
"10481","Morelos","Mujeres","2011","60a64",944
"10482","Nayarit","Mujeres","2011","60a64",278
"10483","Nuevo Leon","Mujeres","2011","60a64",1083
"10484","Oaxaca","Mujeres","2011","60a64",793
"10485","Puebla","Mujeres","2011","60a64",1265
"10486","Queretaro","Mujeres","2011","60a64",274
"10487","Quintana Roo","Mujeres","2011","60a64",173
"10488","San Luis Potosi","Mujeres","2011","60a64",924
"10489","Sinaloa","Mujeres","2011","60a64",1190
"10490","Sonora","Mujeres","2011","60a64",622
"10491","Tabasco","Mujeres","2011","60a64",494
"10492","Tamaulipas","Mujeres","2011","60a64",1152
"10493","Tlaxcala","Mujeres","2011","60a64",283
"10494","Veracruz","Mujeres","2011","60a64",2144
"10495","Yucatan","Mujeres","2011","60a64",509
"10496","Zacatecas","Mujeres","2011","60a64",309
"10497","Aguscalientes","Mujeres","2012","60a64",709
"10498","Baja California","Mujeres","2012","60a64",1171
"10499","Baja California Sur","Mujeres","2012","60a64",89
"10500","Campeche","Mujeres","2012","60a64",122
"10501","Coahuila","Mujeres","2012","60a64",1133
"10502","Colima","Mujeres","2012","60a64",107
"10503","Chiapas","Mujeres","2012","60a64",963
"10504","Chihuahua","Mujeres","2012","60a64",1211
"10505","Distrito Federal","Mujeres","2012","60a64",2297
"10506","Durango","Mujeres","2012","60a64",582
"10507","Guanajuato","Mujeres","2012","60a64",859
"10508","Guerrero","Mujeres","2012","60a64",908
"10509","Hidalgo","Mujeres","2012","60a64",709
"10510","Jalisco","Mujeres","2012","60a64",2311
"10511","Mexico","Mujeres","2012","60a64",4373
"10512","Michoacan","Mujeres","2012","60a64",897
"10513","Morelos","Mujeres","2012","60a64",900
"10514","Nayarit","Mujeres","2012","60a64",390
"10515","Nuevo Leon","Mujeres","2012","60a64",980
"10516","Oaxaca","Mujeres","2012","60a64",919
"10517","Puebla","Mujeres","2012","60a64",1133
"10518","Queretaro","Mujeres","2012","60a64",293
"10519","Quintana Roo","Mujeres","2012","60a64",169
"10520","San Luis Potosi","Mujeres","2012","60a64",856
"10521","Sinaloa","Mujeres","2012","60a64",1330
"10522","Sonora","Mujeres","2012","60a64",642
"10523","Tabasco","Mujeres","2012","60a64",540
"10524","Tamaulipas","Mujeres","2012","60a64",1214
"10525","Tlaxcala","Mujeres","2012","60a64",279
"10526","Veracruz","Mujeres","2012","60a64",2205
"10527","Yucatan","Mujeres","2012","60a64",504
"10528","Zacatecas","Mujeres","2012","60a64",270
"10529","Aguscalientes","Mujeres","2013","60a64",680
"10530","Baja California","Mujeres","2013","60a64",1372
"10531","Baja California Sur","Mujeres","2013","60a64",85
"10532","Campeche","Mujeres","2013","60a64",114
"10533","Coahuila","Mujeres","2013","60a64",768
"10534","Colima","Mujeres","2013","60a64",114
"10535","Chiapas","Mujeres","2013","60a64",872
"10536","Chihuahua","Mujeres","2013","60a64",944
"10537","Distrito Federal","Mujeres","2013","60a64",2060
"10538","Durango","Mujeres","2013","60a64",584
"10539","Guanajuato","Mujeres","2013","60a64",930
"10540","Guerrero","Mujeres","2013","60a64",977
"10541","Hidalgo","Mujeres","2013","60a64",687
"10542","Jalisco","Mujeres","2013","60a64",1866
"10543","Mexico","Mujeres","2013","60a64",4290
"10544","Michoacan","Mujeres","2013","60a64",1030
"10545","Morelos","Mujeres","2013","60a64",959
"10546","Nayarit","Mujeres","2013","60a64",276
"10547","Nuevo Leon","Mujeres","2013","60a64",995
"10548","Oaxaca","Mujeres","2013","60a64",863
"10549","Puebla","Mujeres","2013","60a64",1113
"10550","Queretaro","Mujeres","2013","60a64",250
"10551","Quintana Roo","Mujeres","2013","60a64",165
"10552","San Luis Potosi","Mujeres","2013","60a64",723
"10553","Sinaloa","Mujeres","2013","60a64",1274
"10554","Sonora","Mujeres","2013","60a64",626
"10555","Tabasco","Mujeres","2013","60a64",483
"10556","Tamaulipas","Mujeres","2013","60a64",1338
"10557","Tlaxcala","Mujeres","2013","60a64",283
"10558","Veracruz","Mujeres","2013","60a64",1890
"10559","Yucatan","Mujeres","2013","60a64",408
"10560","Zacatecas","Mujeres","2013","60a64",227
"10561","Aguscalientes","General","2003","65+",662
"10562","Baja California","General","2003","65+",2563
"10563","Baja California Sur","General","2003","65+",500
"10564","Campeche","General","2003","65+",412
"10565","Coahuila","General","2003","65+",3263
"10566","Colima","General","2003","65+",251
"10567","Chiapas","General","2003","65+",2403
"10568","Chihuahua","General","2003","65+",3078
"10569","Distrito Federal","General","2003","65+",10813
"10570","Durango","General","2003","65+",3048
"10571","Guanajuato","General","2003","65+",3948
"10572","Guerrero","General","2003","65+",3373
"10573","Hidalgo","General","2003","65+",1198
"10574","Jalisco","General","2003","65+",7673
"10575","Mexico","General","2003","65+",7788
"10576","Michoacan","General","2003","65+",2736
"10577","Morelos","General","2003","65+",1959
"10578","Nayarit","General","2003","65+",1067
"10579","Nuevo Leon","General","2003","65+",3181
"10580","Oaxaca","General","2003","65+",1445
"10581","Puebla","General","2003","65+",4144
"10582","Queretaro","General","2003","65+",832
"10583","Quintana Roo","General","2003","65+",279
"10584","San Luis Potosi","General","2003","65+",2277
"10585","Sinaloa","General","2003","65+",2654
"10586","Sonora","General","2003","65+",1926
"10587","Tabasco","General","2003","65+",1238
"10588","Tamaulipas","General","2003","65+",2869
"10589","Tlaxcala","General","2003","65+",690
"10590","Veracruz","General","2003","65+",3814
"10591","Yucatan","General","2003","65+",1985
"10592","Zacatecas","General","2003","65+",1005
"10593","Aguscalientes","General","2004","65+",1093
"10594","Baja California","General","2004","65+",2662
"10595","Baja California Sur","General","2004","65+",420
"10596","Campeche","General","2004","65+",361
"10597","Coahuila","General","2004","65+",3546
